year;areakm;municipality;geocode_ibge;state
2012;0;Central do Maranhão;2103125;Maranhão
2013;0;Central do Maranhão;2103125;Maranhão
2014;0;Central do Maranhão;2103125;Maranhão
2015;0;Central do Maranhão;2103125;Maranhão
2016;0;Central do Maranhão;2103125;Maranhão
2017;0;Central do Maranhão;2103125;Maranhão
2018;0;Central do Maranhão;2103125;Maranhão
2019;0;Central do Maranhão;2103125;Maranhão
2020;0;Central do Maranhão;2103125;Maranhão
2021;0;Central do Maranhão;2103125;Maranhão
2022;0;Central do Maranhão;2103125;Maranhão
2023;0;Central do Maranhão;2103125;Maranhão
2024;0;Central do Maranhão;2103125;Maranhão
2007;2363,563830494004;Centro Novo do Maranhão;2103174;Maranhão
2008;14,603841728862442;Centro Novo do Maranhão;2103174;Maranhão
2009;79,2582310149436;Centro Novo do Maranhão;2103174;Maranhão
2010;19,52595514013354;Centro Novo do Maranhão;2103174;Maranhão
2011;29,396537909734572;Centro Novo do Maranhão;2103174;Maranhão
2012;7,027005176311399;Centro Novo do Maranhão;2103174;Maranhão
2013;12,023577727088016;Centro Novo do Maranhão;2103174;Maranhão
2014;14,93945915033094;Centro Novo do Maranhão;2103174;Maranhão
2015;3,5327771122315474;Centro Novo do Maranhão;2103174;Maranhão
2016;4,769669798098031;Centro Novo do Maranhão;2103174;Maranhão
2017;6,619255967791541;Centro Novo do Maranhão;2103174;Maranhão
2018;6,882703775186562;Centro Novo do Maranhão;2103174;Maranhão
2019;4,882866496342411;Centro Novo do Maranhão;2103174;Maranhão
2020;9,53617012055392;Centro Novo do Maranhão;2103174;Maranhão
2021;4,525201538633947;Centro Novo do Maranhão;2103174;Maranhão
2022;6,958457969180073;Centro Novo do Maranhão;2103174;Maranhão
2023;6,331186428705935;Centro Novo do Maranhão;2103174;Maranhão
2024;4,591125541335017;Centro Novo do Maranhão;2103174;Maranhão
2007;733,0917607632939;Centro do Guilherme;2103158;Maranhão
2008;1,113732549067564;Centro do Guilherme;2103158;Maranhão
2009;11,28371859946358;Centro do Guilherme;2103158;Maranhão
2010;0,9503555000166671;Centro do Guilherme;2103158;Maranhão
2011;5,062990081726487;Centro do Guilherme;2103158;Maranhão
2012;0,4150152165778426;Centro do Guilherme;2103158;Maranhão
2013;0,352245917828687;Centro do Guilherme;2103158;Maranhão
2014;3,0904189410806815;Centro do Guilherme;2103158;Maranhão
2015;0,5151890916145512;Centro do Guilherme;2103158;Maranhão
2016;1,2090659357775355;Centro do Guilherme;2103158;Maranhão
2017;0,27497029048293475;Centro do Guilherme;2103158;Maranhão
2018;0,68579517863472;Centro do Guilherme;2103158;Maranhão
2019;0,5517781700075085;Centro do Guilherme;2103158;Maranhão
2020;0,7491344373121116;Centro do Guilherme;2103158;Maranhão
2021;0;Centro do Guilherme;2103158;Maranhão
2022;1,1660797458805556;Centro do Guilherme;2103158;Maranhão
2023;0,13056218403250652;Centro do Guilherme;2103158;Maranhão
2024;0,1713107471535184;Centro do Guilherme;2103158;Maranhão
2007;1259,0015341589694;Cidelândia;2103257;Maranhão
2008;9,84756108912447;Cidelândia;2103257;Maranhão
2009;5,926559466362464;Cidelândia;2103257;Maranhão
2010;1,7093625322180703;Cidelândia;2103257;Maranhão
2011;2,345849939805026;Cidelândia;2103257;Maranhão
2012;1,3357337244942222;Cidelândia;2103257;Maranhão
2013;0,9335643073674522;Cidelândia;2103257;Maranhão
2014;1,9230401201582403;Cidelândia;2103257;Maranhão
2015;1,5738150971689708;Cidelândia;2103257;Maranhão
2016;0,746173083153693;Cidelândia;2103257;Maranhão
2017;0,6551205175123653;Cidelândia;2103257;Maranhão
2018;2,7288337470068242;Cidelândia;2103257;Maranhão
2019;2,076952885415677;Cidelândia;2103257;Maranhão
2020;2,2435552131499383;Cidelândia;2103257;Maranhão
2021;4,820887328668894;Cidelândia;2103257;Maranhão
2022;3,4215191115255186;Cidelândia;2103257;Maranhão
2023;1,6045555307743888;Cidelândia;2103257;Maranhão
2024;1,6021375412461065;Cidelândia;2103257;Maranhão
2007;527,6495239433507;Conceição do Lago-Açu;2103554;Maranhão
2008;0;Conceição do Lago-Açu;2103554;Maranhão
2009;0;Conceição do Lago-Açu;2103554;Maranhão
2010;0;Conceição do Lago-Açu;2103554;Maranhão
2011;0;Conceição do Lago-Açu;2103554;Maranhão
2012;0;Conceição do Lago-Açu;2103554;Maranhão
2013;0;Conceição do Lago-Açu;2103554;Maranhão
2014;0;Conceição do Lago-Açu;2103554;Maranhão
2015;0;Conceição do Lago-Açu;2103554;Maranhão
2016;0;Conceição do Lago-Açu;2103554;Maranhão
2017;0;Conceição do Lago-Açu;2103554;Maranhão
2018;0;Conceição do Lago-Açu;2103554;Maranhão
2019;0;Conceição do Lago-Açu;2103554;Maranhão
2020;0;Conceição do Lago-Açu;2103554;Maranhão
2021;0;Conceição do Lago-Açu;2103554;Maranhão
2022;0;Conceição do Lago-Açu;2103554;Maranhão
2023;0;Conceição do Lago-Açu;2103554;Maranhão
2024;0;Conceição do Lago-Açu;2103554;Maranhão
2007;578,9989492079956;Cururupu;2103703;Maranhão
2008;0;Cururupu;2103703;Maranhão
2009;0;Cururupu;2103703;Maranhão
2010;0;Cururupu;2103703;Maranhão
2011;0;Cururupu;2103703;Maranhão
2012;0;Cururupu;2103703;Maranhão
2013;0;Cururupu;2103703;Maranhão
2014;0;Cururupu;2103703;Maranhão
2015;0;Cururupu;2103703;Maranhão
2016;0;Cururupu;2103703;Maranhão
2017;0;Cururupu;2103703;Maranhão
2018;0;Cururupu;2103703;Maranhão
2019;0;Cururupu;2103703;Maranhão
2020;0;Cururupu;2103703;Maranhão
2021;0;Cururupu;2103703;Maranhão
2022;0;Cururupu;2103703;Maranhão
2023;0;Cururupu;2103703;Maranhão
2024;0;Cururupu;2103703;Maranhão
2007;912,1121085504391;Cândido Mendes;2102606;Maranhão
2008;3,6420317980013577;Cândido Mendes;2102606;Maranhão
2009;4,88454758680783;Cândido Mendes;2102606;Maranhão
2010;10,445043499775311;Cândido Mendes;2102606;Maranhão
2011;0,8555383611562436;Cândido Mendes;2102606;Maranhão
2012;0,3964330810538486;Cândido Mendes;2102606;Maranhão
2013;0,5733457121260841;Cândido Mendes;2102606;Maranhão
2014;2,0934037124464213;Cândido Mendes;2102606;Maranhão
2015;2,7526618884638285;Cândido Mendes;2102606;Maranhão
2016;0,28829559255294557;Cândido Mendes;2102606;Maranhão
2017;3,6600858416881006;Cândido Mendes;2102606;Maranhão
2018;0,8780971987880167;Cândido Mendes;2102606;Maranhão
2019;1,497498174774522;Cândido Mendes;2102606;Maranhão
2020;0,6655501430977592;Cândido Mendes;2102606;Maranhão
2021;1,3139815077082766;Cândido Mendes;2102606;Maranhão
2022;0,24972451725010436;Cândido Mendes;2102606;Maranhão
2023;3,0233669092145057;Cândido Mendes;2102606;Maranhão
2024;2,0631243143603992;Cândido Mendes;2102606;Maranhão
2007;294,33905895844026;Godofredo Viana;2104305;Maranhão
2008;0;Godofredo Viana;2104305;Maranhão
2009;4,168702615258778;Godofredo Viana;2104305;Maranhão
2010;1,4541961392860112;Godofredo Viana;2104305;Maranhão
2011;0,6888391581137119;Godofredo Viana;2104305;Maranhão
2012;0,39618937685834604;Godofredo Viana;2104305;Maranhão
2013;0,7141319319369025;Godofredo Viana;2104305;Maranhão
2014;1,1482524485232783;Godofredo Viana;2104305;Maranhão
2015;1,315850157667948;Godofredo Viana;2104305;Maranhão
2016;0,2979671603455001;Godofredo Viana;2104305;Maranhão
2017;2,493248196789364;Godofredo Viana;2104305;Maranhão
2018;0,19548509747263587;Godofredo Viana;2104305;Maranhão
2019;1,2213604371139992;Godofredo Viana;2104305;Maranhão
2020;1,6807872977500955;Godofredo Viana;2104305;Maranhão
2021;4,692667785945028;Godofredo Viana;2104305;Maranhão
2022;0,24992324428681545;Godofredo Viana;2104305;Maranhão
2023;3,5609857034270385;Godofredo Viana;2104305;Maranhão
2024;0,3099406655788901;Godofredo Viana;2104305;Maranhão
2007;1117,560474212325;Governador Newton Bello;2104651;Maranhão
2008;0;Governador Newton Bello;2104651;Maranhão
2009;1,6558227083493846;Governador Newton Bello;2104651;Maranhão
2010;0,11944965920903129;Governador Newton Bello;2104651;Maranhão
2011;1,4517693450904026;Governador Newton Bello;2104651;Maranhão
2012;0;Governador Newton Bello;2104651;Maranhão
2013;0,2098398039216079;Governador Newton Bello;2104651;Maranhão
2014;0,5521815392812465;Governador Newton Bello;2104651;Maranhão
2015;0,07694352040425824;Governador Newton Bello;2104651;Maranhão
2016;0,25544125836217857;Governador Newton Bello;2104651;Maranhão
2017;0;Governador Newton Bello;2104651;Maranhão
2018;0;Governador Newton Bello;2104651;Maranhão
2019;0;Governador Newton Bello;2104651;Maranhão
2020;0;Governador Newton Bello;2104651;Maranhão
2021;0;Governador Newton Bello;2104651;Maranhão
2022;0;Governador Newton Bello;2104651;Maranhão
2023;0;Governador Newton Bello;2104651;Maranhão
2024;0,000027124681809949634;Governador Newton Bello;2104651;Maranhão
2007;1020,6083580082499;Governador Nunes Freire;2104677;Maranhão
2008;0,20125526121982573;Governador Nunes Freire;2104677;Maranhão
2009;1,6464805365109896;Governador Nunes Freire;2104677;Maranhão
2010;0,36188747720722303;Governador Nunes Freire;2104677;Maranhão
2011;0,45785569172346546;Governador Nunes Freire;2104677;Maranhão
2012;0;Governador Nunes Freire;2104677;Maranhão
2013;0;Governador Nunes Freire;2104677;Maranhão
2014;0,05379294978801213;Governador Nunes Freire;2104677;Maranhão
2015;0,4840058393202224;Governador Nunes Freire;2104677;Maranhão
2016;0;Governador Nunes Freire;2104677;Maranhão
2017;0,14152239448825543;Governador Nunes Freire;2104677;Maranhão
2018;0;Governador Nunes Freire;2104677;Maranhão
2019;0;Governador Nunes Freire;2104677;Maranhão
2020;0,09435292442005634;Governador Nunes Freire;2104677;Maranhão
2021;0,09144517002004351;Governador Nunes Freire;2104677;Maranhão
2022;0;Governador Nunes Freire;2104677;Maranhão
2023;0;Governador Nunes Freire;2104677;Maranhão
2024;0;Governador Nunes Freire;2104677;Maranhão
2007;4,028553630230011;Grajaú;2104800;Maranhão
2008;0,15350655679101105;Grajaú;2104800;Maranhão
2009;0;Grajaú;2104800;Maranhão
2010;0,0734089381172673;Grajaú;2104800;Maranhão
2011;0;Grajaú;2104800;Maranhão
2012;0;Grajaú;2104800;Maranhão
2013;0;Grajaú;2104800;Maranhão
2014;0;Grajaú;2104800;Maranhão
2015;0,40608643567329;Grajaú;2104800;Maranhão
2016;0;Grajaú;2104800;Maranhão
2017;0;Grajaú;2104800;Maranhão
2018;0,07913422453856643;Grajaú;2104800;Maranhão
2019;0,0002866125633120537;Grajaú;2104800;Maranhão
2020;0,9699104545446118;Grajaú;2104800;Maranhão
2021;0;Grajaú;2104800;Maranhão
2022;0,5039284339110952;Grajaú;2104800;Maranhão
2023;0,2021426094437411;Grajaú;2104800;Maranhão
2024;0;Grajaú;2104800;Maranhão
2007;353,6964052601546;Guimarães;2104909;Maranhão
2008;1,1881645252662811;Guimarães;2104909;Maranhão
2009;0,3347475977421953;Guimarães;2104909;Maranhão
2010;0;Guimarães;2104909;Maranhão
2011;0;Guimarães;2104909;Maranhão
2012;0;Guimarães;2104909;Maranhão
2013;0;Guimarães;2104909;Maranhão
2014;0;Guimarães;2104909;Maranhão
2015;0;Guimarães;2104909;Maranhão
2016;0;Guimarães;2104909;Maranhão
2017;0;Guimarães;2104909;Maranhão
2018;0;Guimarães;2104909;Maranhão
2019;0;Guimarães;2104909;Maranhão
2020;0;Guimarães;2104909;Maranhão
2021;0;Guimarães;2104909;Maranhão
2022;0;Guimarães;2104909;Maranhão
2023;0;Guimarães;2104909;Maranhão
2024;0;Guimarães;2104909;Maranhão
2007;0,37438446911974943;Humberto de Campos;2105005;Maranhão
2008;0;Humberto de Campos;2105005;Maranhão
2009;0;Humberto de Campos;2105005;Maranhão
2010;0;Humberto de Campos;2105005;Maranhão
2011;0;Humberto de Campos;2105005;Maranhão
2012;0;Humberto de Campos;2105005;Maranhão
2013;0;Humberto de Campos;2105005;Maranhão
2014;0;Humberto de Campos;2105005;Maranhão
2015;0;Humberto de Campos;2105005;Maranhão
2016;0;Humberto de Campos;2105005;Maranhão
2017;0;Humberto de Campos;2105005;Maranhão
2018;0;Humberto de Campos;2105005;Maranhão
2019;0;Humberto de Campos;2105005;Maranhão
2020;0;Humberto de Campos;2105005;Maranhão
2021;0;Humberto de Campos;2105005;Maranhão
2022;0;Humberto de Campos;2105005;Maranhão
2023;0;Humberto de Campos;2105005;Maranhão
2024;0;Humberto de Campos;2105005;Maranhão
2007;16,788521327794278;Icatu;2105104;Maranhão
2008;5,196710139276582;Icatu;2105104;Maranhão
2009;0,4442625419664196;Icatu;2105104;Maranhão
2010;2,8989654364666393;Icatu;2105104;Maranhão
2011;0,5736053687414063;Icatu;2105104;Maranhão
2012;0,33990615859817097;Icatu;2105104;Maranhão
2013;1,083322122667127;Icatu;2105104;Maranhão
2014;3,0595799191255084;Icatu;2105104;Maranhão
2015;2,059852969312961;Icatu;2105104;Maranhão
2016;0,7877025145706795;Icatu;2105104;Maranhão
2017;2,5827398400592023;Icatu;2105104;Maranhão
2018;5,611586732841202;Icatu;2105104;Maranhão
2019;3,3379515057274283;Icatu;2105104;Maranhão
2020;4,563190101727914;Icatu;2105104;Maranhão
2021;4,112753113732019;Icatu;2105104;Maranhão
2022;1,1377052230514106;Icatu;2105104;Maranhão
2023;1,3384220384344734;Icatu;2105104;Maranhão
2024;4,324918979115094;Icatu;2105104;Maranhão
2007;190,01751843767087;Igarapé do Meio;2105153;Maranhão
2008;0,8175385967008348;Igarapé do Meio;2105153;Maranhão
2009;0,2547702250173398;Igarapé do Meio;2105153;Maranhão
2010;0;Igarapé do Meio;2105153;Maranhão
2011;0;Igarapé do Meio;2105153;Maranhão
2012;0,28528470399860484;Igarapé do Meio;2105153;Maranhão
2013;0,517171351212491;Igarapé do Meio;2105153;Maranhão
2014;0,08712297455341486;Igarapé do Meio;2105153;Maranhão
2015;0;Igarapé do Meio;2105153;Maranhão
2016;0,07687399457051323;Igarapé do Meio;2105153;Maranhão
2017;0,25307892969165074;Igarapé do Meio;2105153;Maranhão
2018;0,0020646682949508276;Igarapé do Meio;2105153;Maranhão
2019;0,17739626016225282;Igarapé do Meio;2105153;Maranhão
2020;0,3135344423519102;Igarapé do Meio;2105153;Maranhão
2021;0,20496323297429825;Igarapé do Meio;2105153;Maranhão
2022;0,07417449713215679;Igarapé do Meio;2105153;Maranhão
2023;0,17004748172439008;Igarapé do Meio;2105153;Maranhão
2024;0;Igarapé do Meio;2105153;Maranhão
2007;353,9617934473231;Imperatriz;2105302;Maranhão
2008;2,8723034560028147;Imperatriz;2105302;Maranhão
2009;2,1805330269202785;Imperatriz;2105302;Maranhão
2010;0,1865380429095349;Imperatriz;2105302;Maranhão
2011;0,5563597794786566;Imperatriz;2105302;Maranhão
2012;0,8030787000987181;Imperatriz;2105302;Maranhão
2013;0,10289000181166194;Imperatriz;2105302;Maranhão
2014;0,41248859215442857;Imperatriz;2105302;Maranhão
2015;0,2814473842539488;Imperatriz;2105302;Maranhão
2016;0,15651461058212812;Imperatriz;2105302;Maranhão
2017;0,0695786050096395;Imperatriz;2105302;Maranhão
2018;1,2750400101789545;Imperatriz;2105302;Maranhão
2019;0,284872008704597;Imperatriz;2105302;Maranhão
2020;0;Imperatriz;2105302;Maranhão
2021;0,2464736693241219;Imperatriz;2105302;Maranhão
2022;1,3946829500983122;Imperatriz;2105302;Maranhão
2023;0,1141925873169027;Imperatriz;2105302;Maranhão
2024;0,4991391441457511;Imperatriz;2105302;Maranhão
2007;164,37169948374301;Itaipava do Grajaú;2105351;Maranhão
2008;1,6205137169039516;Itaipava do Grajaú;2105351;Maranhão
2009;1,8642888815520728;Itaipava do Grajaú;2105351;Maranhão
2010;2,668632281059035;Itaipava do Grajaú;2105351;Maranhão
2011;0,0652570494583397;Itaipava do Grajaú;2105351;Maranhão
2012;0,6695332967841615;Itaipava do Grajaú;2105351;Maranhão
2013;0,17409274697651986;Itaipava do Grajaú;2105351;Maranhão
2014;0,6963247038768959;Itaipava do Grajaú;2105351;Maranhão
2015;0,0697776523439928;Itaipava do Grajaú;2105351;Maranhão
2016;0;Itaipava do Grajaú;2105351;Maranhão
2017;0,2699734858505636;Itaipava do Grajaú;2105351;Maranhão
2018;0;Itaipava do Grajaú;2105351;Maranhão
2019;0,09500226483040008;Itaipava do Grajaú;2105351;Maranhão
2020;0,2439606891972899;Itaipava do Grajaú;2105351;Maranhão
2021;0,12288594584721893;Itaipava do Grajaú;2105351;Maranhão
2022;0,08358169284049356;Itaipava do Grajaú;2105351;Maranhão
2023;1,0072768436738024;Itaipava do Grajaú;2105351;Maranhão
2024;0,8649766787778769;Itaipava do Grajaú;2105351;Maranhão
2007;145,70429417930907;Itapecuru Mirim;2105401;Maranhão
2008;13,866173660034598;Itapecuru Mirim;2105401;Maranhão
2009;0,48987325507158086;Itapecuru Mirim;2105401;Maranhão
2010;4,193888582693143;Itapecuru Mirim;2105401;Maranhão
2011;1,447657068337335;Itapecuru Mirim;2105401;Maranhão
2012;0,308516525216133;Itapecuru Mirim;2105401;Maranhão
2013;1,2277530460410966;Itapecuru Mirim;2105401;Maranhão
2014;0,43522575222733273;Itapecuru Mirim;2105401;Maranhão
2015;0,21412351675857244;Itapecuru Mirim;2105401;Maranhão
2016;0,3247603738804444;Itapecuru Mirim;2105401;Maranhão
2017;0,517164989782701;Itapecuru Mirim;2105401;Maranhão
2018;0,30879146835864624;Itapecuru Mirim;2105401;Maranhão
2019;0,44947277041433964;Itapecuru Mirim;2105401;Maranhão
2020;0,7636058962593235;Itapecuru Mirim;2105401;Maranhão
2021;0,459276335916039;Itapecuru Mirim;2105401;Maranhão
2022;0,240157207912391;Itapecuru Mirim;2105401;Maranhão
2023;0,9728785421361562;Itapecuru Mirim;2105401;Maranhão
2024;0,2815522297679625;Itapecuru Mirim;2105401;Maranhão
2007;2493,8652274764654;Itinga do Maranhão;2105427;Maranhão
2008;74,83462769175914;Itinga do Maranhão;2105427;Maranhão
2009;37,93074138302341;Itinga do Maranhão;2105427;Maranhão
2010;11,411430997342247;Itinga do Maranhão;2105427;Maranhão
2011;4,383680915076476;Itinga do Maranhão;2105427;Maranhão
2012;6,145179189050295;Itinga do Maranhão;2105427;Maranhão
2013;20,259686425606755;Itinga do Maranhão;2105427;Maranhão
2014;0,2754165783512512;Itinga do Maranhão;2105427;Maranhão
2015;6,605418362669411;Itinga do Maranhão;2105427;Maranhão
2016;18,182889558533425;Itinga do Maranhão;2105427;Maranhão
2017;5,954061772529762;Itinga do Maranhão;2105427;Maranhão
2018;8,878492477899956;Itinga do Maranhão;2105427;Maranhão
2019;16,519023714889975;Itinga do Maranhão;2105427;Maranhão
2020;22,998356964986833;Itinga do Maranhão;2105427;Maranhão
2021;21,873823985837987;Itinga do Maranhão;2105427;Maranhão
2022;26,770804783747796;Itinga do Maranhão;2105427;Maranhão
2023;7,471608608852881;Itinga do Maranhão;2105427;Maranhão
2024;7,62593050956434;Itinga do Maranhão;2105427;Maranhão
2007;815,1408406544273;João Lisboa;2105500;Maranhão
2008;4,552290818918307;João Lisboa;2105500;Maranhão
2009;1,5227351482130838;João Lisboa;2105500;Maranhão
2010;0,41943621376133633;João Lisboa;2105500;Maranhão
2011;0,8032939763400498;João Lisboa;2105500;Maranhão
2012;0,5875630773359386;João Lisboa;2105500;Maranhão
2013;0;João Lisboa;2105500;Maranhão
2014;0,2626173211087289;João Lisboa;2105500;Maranhão
2015;0,46610198500766076;João Lisboa;2105500;Maranhão
2016;0,2999875477658237;João Lisboa;2105500;Maranhão
2017;1,6006477069409095;João Lisboa;2105500;Maranhão
2018;0;João Lisboa;2105500;Maranhão
2019;0;João Lisboa;2105500;Maranhão
2020;1,5898801932603643;João Lisboa;2105500;Maranhão
2021;0,4345098132184102;João Lisboa;2105500;Maranhão
2022;0,23206650823810254;João Lisboa;2105500;Maranhão
2023;0,028947071045242058;João Lisboa;2105500;Maranhão
2024;0,3221675187836068;João Lisboa;2105500;Maranhão
2007;548,3155655221877;Junco do Maranhão;2105658;Maranhão
2008;0;Junco do Maranhão;2105658;Maranhão
2009;0,28596096801430815;Junco do Maranhão;2105658;Maranhão
2010;1,128795004723386;Junco do Maranhão;2105658;Maranhão
2011;0,46294172593037786;Junco do Maranhão;2105658;Maranhão
2012;0;Junco do Maranhão;2105658;Maranhão
2013;0;Junco do Maranhão;2105658;Maranhão
2014;0,07274527719183894;Junco do Maranhão;2105658;Maranhão
2015;0,09410053372688575;Junco do Maranhão;2105658;Maranhão
2016;0,20530813729495695;Junco do Maranhão;2105658;Maranhão
2017;0,12424520361101514;Junco do Maranhão;2105658;Maranhão
2018;0;Junco do Maranhão;2105658;Maranhão
2019;0,833749452314913;Junco do Maranhão;2105658;Maranhão
2020;0;Junco do Maranhão;2105658;Maranhão
2021;0,2861920429812439;Junco do Maranhão;2105658;Maranhão
2022;0;Junco do Maranhão;2105658;Maranhão
2023;0,06441316620008859;Junco do Maranhão;2105658;Maranhão
2024;0,019380067207240444;Junco do Maranhão;2105658;Maranhão
2007;521,3154020298031;Lago Verde;2105906;Maranhão
2008;0;Lago Verde;2105906;Maranhão
2009;0;Lago Verde;2105906;Maranhão
2010;0;Lago Verde;2105906;Maranhão
2011;0;Lago Verde;2105906;Maranhão
2012;0;Lago Verde;2105906;Maranhão
2013;0;Lago Verde;2105906;Maranhão
2014;0;Lago Verde;2105906;Maranhão
2015;0;Lago Verde;2105906;Maranhão
2016;0;Lago Verde;2105906;Maranhão
2017;0;Lago Verde;2105906;Maranhão
2018;0;Lago Verde;2105906;Maranhão
2019;0;Lago Verde;2105906;Maranhão
2020;0;Lago Verde;2105906;Maranhão
2021;0;Lago Verde;2105906;Maranhão
2022;0;Lago Verde;2105906;Maranhão
2023;0;Lago Verde;2105906;Maranhão
2024;0;Lago Verde;2105906;Maranhão
2007;356,41038523615504;Lago da Pedra;2105708;Maranhão
2008;0;Lago da Pedra;2105708;Maranhão
2009;0;Lago da Pedra;2105708;Maranhão
2010;0;Lago da Pedra;2105708;Maranhão
2011;0;Lago da Pedra;2105708;Maranhão
2012;0;Lago da Pedra;2105708;Maranhão
2013;0;Lago da Pedra;2105708;Maranhão
2014;0;Lago da Pedra;2105708;Maranhão
2015;0;Lago da Pedra;2105708;Maranhão
2016;0;Lago da Pedra;2105708;Maranhão
2017;0;Lago da Pedra;2105708;Maranhão
2018;0;Lago da Pedra;2105708;Maranhão
2019;0;Lago da Pedra;2105708;Maranhão
2020;0;Lago da Pedra;2105708;Maranhão
2021;0;Lago da Pedra;2105708;Maranhão
2022;0;Lago da Pedra;2105708;Maranhão
2023;0;Lago da Pedra;2105708;Maranhão
2024;0;Lago da Pedra;2105708;Maranhão
2007;101,27164698639208;Lago do Junco;2105807;Maranhão
2008;0;Lago do Junco;2105807;Maranhão
2009;0;Lago do Junco;2105807;Maranhão
2010;0;Lago do Junco;2105807;Maranhão
2011;0;Lago do Junco;2105807;Maranhão
2012;0;Lago do Junco;2105807;Maranhão
2013;0;Lago do Junco;2105807;Maranhão
2014;0;Lago do Junco;2105807;Maranhão
2015;0;Lago do Junco;2105807;Maranhão
2016;0;Lago do Junco;2105807;Maranhão
2017;0;Lago do Junco;2105807;Maranhão
2018;0;Lago do Junco;2105807;Maranhão
2019;0;Lago do Junco;2105807;Maranhão
2020;0;Lago do Junco;2105807;Maranhão
2021;0;Lago do Junco;2105807;Maranhão
2022;0;Lago do Junco;2105807;Maranhão
2023;0;Lago do Junco;2105807;Maranhão
2024;0;Lago do Junco;2105807;Maranhão
2007;23,837406924188986;Lago dos Rodrigues;2105948;Maranhão
2008;0;Lago dos Rodrigues;2105948;Maranhão
2009;0;Lago dos Rodrigues;2105948;Maranhão
2010;0;Lago dos Rodrigues;2105948;Maranhão
2011;0;Lago dos Rodrigues;2105948;Maranhão
2012;0;Lago dos Rodrigues;2105948;Maranhão
2013;0;Lago dos Rodrigues;2105948;Maranhão
2014;0;Lago dos Rodrigues;2105948;Maranhão
2015;0;Lago dos Rodrigues;2105948;Maranhão
2016;0;Lago dos Rodrigues;2105948;Maranhão
2017;0;Lago dos Rodrigues;2105948;Maranhão
2018;0;Lago dos Rodrigues;2105948;Maranhão
2019;0;Lago dos Rodrigues;2105948;Maranhão
2020;0;Lago dos Rodrigues;2105948;Maranhão
2021;0;Lago dos Rodrigues;2105948;Maranhão
2022;0;Lago dos Rodrigues;2105948;Maranhão
2023;0;Lago dos Rodrigues;2105948;Maranhão
2024;0;Lago dos Rodrigues;2105948;Maranhão
2007;293,23316683800334;Luís Domingues;2106201;Maranhão
2008;0,9033893985871226;Luís Domingues;2106201;Maranhão
2009;0,8797636608527958;Luís Domingues;2106201;Maranhão
2010;2,090522745792241;Luís Domingues;2106201;Maranhão
2011;2,040355860463813;Luís Domingues;2106201;Maranhão
2012;0,1299493088118178;Luís Domingues;2106201;Maranhão
2013;0,5333683976379795;Luís Domingues;2106201;Maranhão
2014;0,6776012698108979;Luís Domingues;2106201;Maranhão
2015;0,09313923081615536;Luís Domingues;2106201;Maranhão
2016;0;Luís Domingues;2106201;Maranhão
2017;1,0185832734666802;Luís Domingues;2106201;Maranhão
2018;0,6452049861171321;Luís Domingues;2106201;Maranhão
2019;2,2763398263455237;Luís Domingues;2106201;Maranhão
2020;0,3686775416194736;Luís Domingues;2106201;Maranhão
2021;0,6756052917428145;Luís Domingues;2106201;Maranhão
2022;0,30747409877114973;Luís Domingues;2106201;Maranhão
2023;0,4974144220688302;Luís Domingues;2106201;Maranhão
2024;0,10897848127445454;Luís Domingues;2106201;Maranhão
2007;504,14874473908344;Maracaçumé;2106326;Maranhão
2008;0;Maracaçumé;2106326;Maranhão
2009;0,919268267293009;Maracaçumé;2106326;Maranhão
2010;1,6134853921649268;Maracaçumé;2106326;Maranhão
2011;0,41280157316458;Maracaçumé;2106326;Maranhão
2012;0;Maracaçumé;2106326;Maranhão
2013;0;Maracaçumé;2106326;Maranhão
2014;0,4914271523506092;Maracaçumé;2106326;Maranhão
2015;0,6103276782060668;Maracaçumé;2106326;Maranhão
2016;0,13685590619836577;Maracaçumé;2106326;Maranhão
2017;1,70547176316217;Maracaçumé;2106326;Maranhão
2018;0,17355382075024214;Maracaçumé;2106326;Maranhão
2019;0,7315222109668518;Maracaçumé;2106326;Maranhão
2020;0,2736850303620965;Maracaçumé;2106326;Maranhão
2021;0,07049968558882413;Maracaçumé;2106326;Maranhão
2022;0,09084724192802304;Maracaçumé;2106326;Maranhão
2023;1,1319834932201132;Maracaçumé;2106326;Maranhão
2024;0,28066683890090655;Maracaçumé;2106326;Maranhão
2007;439,1730034674653;Marajá do Sena;2106359;Maranhão
2008;14,576999571755467;Marajá do Sena;2106359;Maranhão
2009;3,5847545891544255;Marajá do Sena;2106359;Maranhão
2010;3,4761620694334097;Marajá do Sena;2106359;Maranhão
2011;3,87011178219037;Marajá do Sena;2106359;Maranhão
2012;3,2133923767597694;Marajá do Sena;2106359;Maranhão
2013;0,6962974224526455;Marajá do Sena;2106359;Maranhão
2014;2,942219903837245;Marajá do Sena;2106359;Maranhão
2015;0,42443965242830645;Marajá do Sena;2106359;Maranhão
2016;5,967434994781855;Marajá do Sena;2106359;Maranhão
2017;4,56555436639492;Marajá do Sena;2106359;Maranhão
2018;2,1603946586806044;Marajá do Sena;2106359;Maranhão
2019;5,7535080604650535;Marajá do Sena;2106359;Maranhão
2020;8,205733853783672;Marajá do Sena;2106359;Maranhão
2021;3,5488311760005993;Marajá do Sena;2106359;Maranhão
2022;5,89249964405591;Marajá do Sena;2106359;Maranhão
2023;11,079842068171684;Marajá do Sena;2106359;Maranhão
